PROJECT,WBS ID,DESCRIPTION,ALIAS,E,Type,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201107,0.00,44.00,0.00,44.00,0.00,0.00,1573.02,0.00,0.00,4166.87,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201108,160.00,28.00,125.60,28.00,8710.40,6837.66,1001.00,23822.85,18700.93,2651.61,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201109,160.00,39.00,64.00,39.00,8710.40,3484.16,1386.46,23822.85,9529.14,3672.68,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201110,160.00,93.30,67.20,93.00,8710.40,3658.37,3328.60,23822.85,10005.59,8817.34,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201111,0.00,84.50,76.80,85.00,0.00,4180.99,2889.95,0.00,11434.97,7655.37,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201112,0.00,28.50,0.00,29.00,0.00,0.00,1056.63,0.00,0.00,2798.97,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201201,0.00,70.00,0.00,70.00,0.00,0.00,2883.83,0.00,0.00,8484.12,11379.10,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201202,0.00,35.40,0.00,35.00,0.00,0.00,1248.57,0.00,0.00,3480.47,5839.25,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201203,0.00,17.10,0.00,62.00,0.00,0.00,790.17,0.00,0.00,2202.65,9776.95,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201204,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,8673.10,1,JMPS,L
EHSS,2711GM-HDME,GROUND SEGMENT MOD CR20180,Ground Segment Mod,C,FFP,LEH2711GM,HDX,3J47,201201,27.00,0.00,0.00,0.00,1334.61,0.00,0.00,4969.81,0.00,0.00,0.00,1,GSMOD,L
EHSS,2711GM-HDME,GROUND SEGMENT MOD CR20180,Ground Segment Mod,C,FFP,LEH2711GM,HDX,3J47,201202,0.00,8.00,27.00,0.00,0.00,1334.61,222.33,0.00,4969.81,813.37,0.00,1,GSMOD,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201101,10.00,2.58,0.00,0.00,462.90,0.00,118.70,1760.29,0.00,419.06,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201102,6.00,2.03,0.00,0.00,277.74,0.00,102.19,1056.17,0.00,360.78,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201103,13.00,-1.00,15.09,0.00,601.77,698.52,-50.02,2288.37,2465.09,-176.59,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201104,0.00,17.43,19.35,0.00,0.00,895.71,675.93,0.00,3406.16,2386.33,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201105,0.00,40.14,34.10,0.00,0.00,1578.49,1916.01,0.00,5643.59,6764.36,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201106,0.00,2.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,229.48,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201107,0.00,0.00,-2.15,0.00,0.00,-99.52,0.00,0.00,-348.55,0.00,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201108,0.00,1.56,2.15,0.00,0.00,99.52,82.91,0.00,348.55,292.71,0.00,4,BASIC,L
EHSS,283214-818H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,818H,201101,0.00,0.00,28.80,0.00,0.00,1567.87,0.00,0.00,4018.98,0.00,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201101,72.00,0.00,0.00,0.00,3919.68,0.00,0.00,10720.28,0.00,0.00,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201102,80.00,8.00,0.00,0.00,4355.20,0.00,259.28,11911.42,0.00,686.82,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201103,40.00,104.70,84.00,0.00,2177.60,4572.96,3579.80,5955.71,12207.95,9482.76,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201104,0.00,108.50,136.00,0.00,0.00,7403.84,4691.50,0.00,20249.42,12427.61,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201105,0.00,10.50,36.00,0.00,0.00,1959.84,442.19,0.00,5061.10,1171.34,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201107,0.00,0.00,-4.00,0.00,0.00,-217.76,0.00,0.00,-558.19,0.00,0.00,4,BASIC,L
EHSS,283214-814H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,814H,201108,0.00,4.00,4.00,0.00,0.00,217.76,248.40,0.00,558.19,658.00,0.00,4,BASIC,L
EHSS,283214-811H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HBX,811H,201105,40.00,0.00,40.00,0.00,2177.60,2177.60,0.00,5955.71,5955.71,0.00,0.00,4,BASIC,L
EHSS,283214-811H,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HBX,811H,201106,0.00,13.00,0.00,0.00,0.00,0.00,631.00,0.00,0.00,1671.50,0.00,4,BASIC,L
EHSS,292002-811H,EAFB Flight Test - AV Analysis,BASIC,C,CPFF,LEH292002,HBX,811H,201101,29.00,0.00,0.00,0.00,1578.76,0.00,0.00,4317.89,0.00,0.00,0.00,2,BASIC,L
EHSS,292002-811H,EAFB Flight Test - AV Analysis,BASIC,C,CPFF,LEH292002,HBX,811H,201102,58.00,0.00,58.00,0.00,3157.52,3157.52,0.00,8635.78,8635.78,0.00,0.00,2,BASIC,L
EHSS,292002-811H,EAFB Flight Test - AV Analysis,BASIC,C,CPFF,LEH292002,HBX,811H,201103,43.00,56.20,37.10,0.00,2340.92,2019.72,2961.80,6402.39,5523.92,7845.70,0.00,2,BASIC,L
EHSS,292002-811H,EAFB Flight Test - AV Analysis,BASIC,C,CPFF,LEH292002,HBX,811H,201104,54.00,-1.10,40.50,0.00,2939.76,2204.82,-81.70,8040.21,6030.16,-216.42,0.00,2,BASIC,L
EHSS,292002-811H,EAFB Flight Test - AV Analysis,BASIC,C,CPFF,LEH292002,HBX,811H,201105,94.00,49.00,77.60,0.00,5117.36,4224.54,2413.27,13995.92,11554.08,6392.66,0.00,2,BASIC,L
EHSS,292002-811H,EAFB Flight Test - AV Analysis,BASIC,C,CPFF,LEH292002,HBX,811H,201106,54.00,39.00,118.80,0.00,2939.76,6467.47,2045.00,8040.21,17688.46,5417.13,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201101,22.00,0.00,0.00,0.00,1197.68,0.00,0.00,3275.64,0.00,0.00,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201102,44.00,47.10,44.00,0.00,2395.36,2395.36,2188.36,6551.28,6551.28,5796.88,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201103,31.00,11.40,29.85,0.00,1687.64,1625.03,759.71,4615.68,4444.45,2012.44,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201104,49.00,18.30,39.25,0.00,2667.56,2136.77,1201.01,7295.75,5844.04,3181.43,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201105,99.00,136.10,29.85,0.00,5389.56,1625.03,6870.35,14740.39,4444.45,18199.30,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201106,49.00,209.00,146.15,0.00,2667.56,7956.41,11199.00,7295.75,21760.68,29665.73,0.00,2,BASIC,L
EHSS,292002-815H,EAFB Flight Test - Subsystems,BASIC,C,CPFF,LEH292002,HEX,815H,201107,0.00,2.30,4.90,0.00,0.00,266.76,151.86,0.00,729.57,402.27,0.00,2,BASIC,L
EHSS,292002-816H,EAFB Flight Test - Liaison Engineer,BASIC,C,CPFF,LEH292002,HHX,816H,201101,2.00,0.00,2.00,0.00,108.88,108.88,0.00,297.79,297.79,0.00,0.00,2,BASIC,L
EHSS,292002-816H,EAFB Flight Test - Liaison Engineer,BASIC,C,CPFF,LEH292002,HHX,816H,201102,4.00,0.00,4.00,0.00,217.76,217.76,0.00,595.57,595.57,0.00,0.00,2,BASIC,L
EHSS,292002-816H,EAFB Flight Test - Liaison Engineer,BASIC,C,CPFF,LEH292002,HHX,816H,201103,2.00,0.00,2.75,0.00,108.88,149.71,0.00,297.79,409.46,0.00,0.00,2,BASIC,L
EHSS,292002-816H,EAFB Flight Test - Liaison Engineer,BASIC,C,CPFF,LEH292002,HHX,816H,201104,5.00,4.50,3.75,0.00,272.20,204.15,196.91,744.46,558.35,521.61,0.00,2,BASIC,L
EHSS,292002-816H,EAFB Flight Test - Liaison Engineer,BASIC,C,CPFF,LEH292002,HHX,816H,201105,10.00,16.00,4.50,0.00,544.40,244.98,842.46,1488.93,670.02,2231.64,0.00,2,BASIC,L
EHSS,292002-816H,EAFB Flight Test - Liaison Engineer,BASIC,C,CPFF,LEH292002,HHX,816H,201106,5.00,28.00,11.00,0.00,272.20,598.84,1313.00,744.46,1637.82,3478.09,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201101,31.00,0.00,0.00,0.00,1687.64,0.00,0.00,4615.68,0.00,0.00,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201102,63.00,40.90,63.00,0.00,3429.72,3429.72,2109.04,9380.25,9380.25,5586.77,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201103,55.00,8.80,42.45,0.00,2994.20,2310.98,357.82,8189.10,6320.50,947.85,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201104,73.00,9.30,54.75,0.00,3974.12,2980.59,397.69,10869.17,8151.88,1053.47,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201105,123.00,74.30,42.45,0.00,6696.12,2310.98,2936.37,18313.81,6320.50,7778.33,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201106,73.00,108.00,208.05,0.00,3974.12,11326.24,5448.00,10869.17,30977.14,14431.55,0.00,2,BASIC,L
EHSS,292002-818H,EAFB Flight Test - Avionicstems,BASIC,C,CPFF,LEH292002,HEX,818H,201107,0.00,1.00,7.30,0.00,0.00,397.41,42.54,0.00,1086.92,112.69,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201101,241.00,0.00,0.00,0.00,13120.04,0.00,0.00,35883.16,0.00,0.00,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201102,482.00,28.70,501.28,0.00,26240.08,27289.68,1377.45,71766.32,74636.98,3648.81,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201103,303.00,85.00,268.52,0.00,16495.32,14618.23,5582.36,45114.51,39980.69,14787.46,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201104,312.00,38.30,354.50,0.00,16985.28,19298.98,2222.23,46454.55,52782.49,5886.60,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201105,562.00,130.00,354.50,0.00,30595.28,19298.98,6031.20,83677.75,52782.49,15976.42,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201106,312.00,368.00,730.08,0.00,16985.28,39745.56,17156.00,46454.55,108703.65,45445.60,0.00,2,BASIC,L
EHSS,292002-819H,EAFB Flight Test - GNC,BASIC,C,CPFF,LEH292002,HJX,819H,201107,0.00,48.10,3.12,0.00,0.00,169.85,1989.76,0.00,464.55,5270.80,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201102,90.00,0.00,36.00,0.00,4899.60,1959.84,0.00,13400.35,5360.14,0.00,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201103,30.00,0.00,0.00,0.00,1633.20,0.00,0.00,4466.78,0.00,0.00,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201104,0.00,35.50,39.90,0.00,0.00,2172.16,1358.91,0.00,5940.82,3599.70,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201105,0.00,0.00,4.20,0.00,0.00,228.65,0.00,0.00,625.35,0.00,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201106,0.00,11.00,0.00,0.00,0.00,0.00,683.00,0.00,0.00,1809.24,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201107,0.00,26.00,35.70,0.00,0.00,1943.51,1548.00,0.00,5315.47,4100.59,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201108,0.00,11.60,0.00,0.00,0.00,0.00,375.04,0.00,0.00,993.47,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201109,0.00,0.00,4.20,0.00,0.00,228.65,0.00,0.00,625.35,0.00,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201111,0.00,1.10,0.00,0.00,0.00,0.00,67.76,0.00,0.00,179.49,0.00,2,BASIC,L
EHSS,292002-814H,CR 20207 - LD1.2 Comms Installation - AV Eng,BASIC,C,CPFF,LEH292002,HEX,,201112,0.00,6.00,0.00,0.00,0.00,0.00,188.34,0.00,0.00,498.91,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201101,0.00,41.65,0.00,0.00,0.00,0.00,1760.05,0.00,0.00,6213.75,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201102,50.00,0.02,45.80,0.00,2314.50,2120.08,1.21,8801.44,8062.12,4.27,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201103,39.00,0.00,20.20,0.00,1805.31,935.06,0.00,6865.12,3555.78,0.00,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201104,0.00,3.06,6.90,0.00,0.00,319.40,87.40,0.00,1214.60,308.56,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201105,0.00,1.53,0.00,0.00,0.00,0.00,43.59,0.00,0.00,153.89,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201106,0.00,5.00,0.00,0.00,0.00,0.00,247.00,0.00,0.00,872.02,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201107,0.00,0.00,13.80,0.00,0.00,638.80,0.22,0.00,2429.20,0.78,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201108,0.00,8.21,0.00,0.00,0.00,0.00,298.66,0.00,0.00,1054.40,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201109,0.00,8.15,2.30,0.00,0.00,106.47,374.97,0.00,404.87,1323.81,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201110,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.25,0.00,2,BASIC,L
EHSS,292002-3J48,CR 20207 - LD1.2 Comms Installation - ME Supt,BASIC,C,CPFF,LEH292002,HEX,,201111,0.00,4.56,0.00,0.00,0.00,0.00,222.38,0.00,0.00,785.10,0.00,2,BASIC,L
EHSS,2920F2-811H,EAFB Flight Test (AF) - AV Analysis,ADDL FLTS,C,CPFF,LEH2920F2,HBX,811H,201101,0.00,16.00,0.00,0.00,0.00,0.00,746.21,0.00,0.00,1976.68,0.00,2,ADDL FLTS,L
EHSS,2920F2-811H,EAFB Flight Test (AF) - AV Analysis,ADDL FLTS,C,CPFF,LEH2920F2,HBX,811H,201102,215.00,1.00,0.00,0.00,11704.60,0.00,46.79,32011.95,0.00,123.94,0.00,2,ADDL FLTS,L
EHSS,2920F2-811H,EAFB Flight Test (AF) - AV Analysis,ADDL FLTS,C,CPFF,LEH2920F2,HBX,811H,201103,-80.00,2.50,21.50,0.00,-4355.20,1170.46,177.80,-11163.82,3201.19,470.99,0.00,2,ADDL FLTS,L
EHSS,2920F2-811H,EAFB Flight Test (AF) - AV Analysis,ADDL FLTS,C,CPFF,LEH2920F2,HBX,811H,201104,0.00,3.50,107.50,0.00,0.00,5852.30,156.03,0.00,16005.98,413.32,0.00,2,ADDL FLTS,L
EHSS,2920F2-811H,EAFB Flight Test (AF) - AV Analysis,ADDL FLTS,C,CPFF,LEH2920F2,HBX,811H,201105,0.00,46.50,0.00,0.00,0.00,0.00,2106.60,0.00,0.00,5580.30,0.00,2,ADDL FLTS,L
EHSS,2920F2-811H,EAFB Flight Test (AF) - AV Analysis,ADDL FLTS,C,CPFF,LEH2920F2,HBX,811H,201106,0.00,2.00,86.00,0.00,0.00,4681.84,89.00,0.00,12804.78,235.76,0.00,2,ADDL FLTS,L
EHSS,2920F2-815H,EAFB Flight Test (AF) - Subsystems,ADDL FLTS,C,CPFF,LEH2920F2,HEX,815H,201101,0.00,45.40,0.00,0.00,0.00,0.00,3155.91,0.00,0.00,8359.89,0.00,2,ADDL FLTS,L
EHSS,2920F2-815H,EAFB Flight Test (AF) - Subsystems,ADDL FLTS,C,CPFF,LEH2920F2,HEX,815H,201102,132.00,-5.70,0.00,0.00,7186.08,0.00,-739.57,19653.85,0.00,-1959.09,0.00,2,ADDL FLTS,L
EHSS,2920F2-815H,EAFB Flight Test (AF) - Subsystems,ADDL FLTS,C,CPFF,LEH2920F2,HEX,815H,201103,-158.00,26.30,132.00,0.00,-8601.52,7186.08,1628.07,-22048.55,19653.85,4312.70,0.00,2,ADDL FLTS,L
EHSS,2920F2-815H,EAFB Flight Test (AF) - Subsystems,ADDL FLTS,C,CPFF,LEH2920F2,HEX,815H,201104,0.00,-2.00,0.00,0.00,0.00,0.00,-108.18,0.00,0.00,-286.56,0.00,2,ADDL FLTS,L
EHSS,2920F2-816H,EAFB Flight Test (AF) - Liaison Eng,ADDL FLTS,C,CPFF,LEH2920F2,HHX,816H,201101,23.00,7.00,23.00,0.00,1252.12,1252.12,383.46,3424.53,3424.53,1015.77,0.00,2,ADDL FLTS,L
EHSS,2920F2-816H,EAFB Flight Test (AF) - Liaison Eng,ADDL FLTS,C,CPFF,LEH2920F2,HHX,816H,201102,23.00,4.00,23.00,0.00,1252.12,1252.12,219.12,3424.53,3424.53,580.44,0.00,2,ADDL FLTS,L
EHSS,2920F2-816H,EAFB Flight Test (AF) - Liaison Eng,ADDL FLTS,C,CPFF,LEH2920F2,HHX,816H,201103,23.00,14.60,23.00,0.00,1252.12,1252.12,727.49,3424.53,3424.53,1927.09,0.00,2,ADDL FLTS,L
EHSS,2920F2-816H,EAFB Flight Test (AF) - Liaison Eng,ADDL FLTS,C,CPFF,LEH2920F2,HHX,816H,201104,11.00,6.50,11.00,0.00,598.84,598.84,342.70,1637.82,1637.82,907.80,0.00,2,ADDL FLTS,L
EHSS,2920F2-816H,EAFB Flight Test (AF) - Liaison Eng,ADDL FLTS,C,CPFF,LEH2920F2,HHX,816H,201105,0.00,4.50,0.00,0.00,0.00,0.00,196.88,0.00,0.00,521.53,0.00,2,ADDL FLTS,L
EHSS,2920F2-816H,EAFB Flight Test (AF) - Liaison Eng,ADDL FLTS,C,CPFF,LEH2920F2,HHX,816H,201106,0.00,-5.00,0.00,0.00,0.00,0.00,-197.00,0.00,0.00,-521.85,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201101,0.00,81.20,0.00,0.00,0.00,0.00,3941.17,0.00,0.00,10440.01,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201102,141.00,39.40,0.00,0.00,7676.04,0.00,1388.48,20993.88,0.00,3678.03,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201103,-164.00,121.00,39.48,0.00,-8928.16,2149.29,4556.01,-22885.84,5878.29,12068.70,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201104,0.00,56.00,40.89,0.00,0.00,2226.05,2628.20,0.00,6088.23,6962.00,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201105,0.00,63.70,0.00,0.00,0.00,0.00,3450.27,0.00,0.00,9139.64,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201106,0.00,14.00,19.74,0.00,0.00,1074.65,-51.00,0.00,2939.14,-135.10,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201107,0.00,32.00,21.15,0.00,0.00,1151.41,1091.92,0.00,3149.08,2892.46,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201108,0.00,56.50,0.00,0.00,0.00,0.00,1997.63,0.00,0.00,5291.65,0.00,2,ADDL FLTS,L
EHSS,2920F2-HEEN,EAFB Flight Test (AF) - Avionics,ADDL FLTS,C,CPFF,LEH2920F2,HEX,818H,201109,0.00,47.00,0.00,0.00,0.00,0.00,1625.52,0.00,0.00,4305.94,0.00,2,ADDL FLTS,L
